,registrationDate,propertyDescription,leaseDateTerm,lesseeTitle,NOTE 1,NOTE 2,NOTE 3,NOTE 4
686,08.07.2011 127 in blue on the supplementary plan 31.12.3007,Parking space 104 (basement level)    ,13.05.2011 999 years from and including 1.1.2009 until and including ,AGL235941     ,,,,
687,08.07.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 809 Landmark East Tower (eighth floor flat)    ,26.05.2011 999 years from and including 1.1.2009 until  ,AGL235995     ,,,,
688,11.07.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 2810 Landmark East Tower (twenty eighth floor flat)   ,26.05.2011 999 years from and including 1.1.2009 until  ,AGL236069     ,,,,
689,15.07.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3903 Landmark East Tower (thirty ninth floor flat)   ,04.07.2011 999 years from and including 1.1.2009 until  ,AGL236354     ,,,,
690,18.07.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3705 Landmark East Tower (thirty seventh floor flat)   ,23.05.2011 999 years from and including 1.1.2009 until  ,AGL236463     ,,,,
691,18.07.2011 128 in blue on the supplementary plan 31.12.3007,Parking space 48 (basement level)    ,23.05.2011 999 years from and including 1.1.2009 until and including ,AGL236463     ,,,,
692,21.07.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3101 Landmark East Tower (thirty first floor flat)   ,12.05.2011 999 years from and including 1.1.2009 until  ,AGL236691     ,,,,
693,21.07.2011 129 in blue on the supplementary plan 31.12.3007,Parking space 105 (basement level)    ,12.05.2011 999 years from and including 1.1.2009 until and including ,AGL236691     ,,,,
694,28.07.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 1810 Landmark East Tower (eighteenth floor flat)   ,22.06.2011 999 years from and including 1.1.2009 until  ,AGL237127     ,,,,
695,28.07.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3706 Landmark East Tower (thirty seventh floor flat)   ,24.06.2011 999 years from and including 1.1.2009 until  ,AGL237136     ,NOTE: See entry in the Charges Register relating to a Deed of Rectification dated 2 May 2013.,,,
696,28.07.2011 130 and 131 in blue on the supplementary plan 31.12.3007,Parking spaces 172 and 173 (basement level)    ,24.06.2011 999 years from and including 1.1.2009 until and including ,AGL237136     ,,,,
697,28.07.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 2206 Landmark East Tower (twenty second floor flat)   ,24.06.2011 999 years from and including 1.1.2009 until  ,AGL237174     ,,,,
698,28.07.2011 132 in blue on the supplementary plan 31.12.3007,Parking space 142 (basement level)    ,24.06.2011 999 years from and including 1.1.2009 until and including ,AGL237174     ,,,,
699,28.07.2011 Edged and numbered 4 in blue (part of) and including 31.12.3007,Flat 2206 Landmark West Tower (twenty second floor flat)   ,24.06.2011 999 years from and including 1.1.2009 until  ,AGL237175     ,,,,
700,28.07.2011 133 in blue on the supplementary plan 31.12.3007,Parking space 11 (basement level)    ,24.06.2011 999 years from and including 1.1.2009 until and including ,AGL237175     ,,,,
701,28.07.2011 Edged and numbered 4 in blue (part of) and including 31.12.3007,Flat 206 Landmark West Tower (second floor flat)    ,24.06.2011 999 years from and including 1.1.2009 until  ,AGL237176     ,,,,
702,28.07.2011 134 in blue on the supplementary plan 31.12.3007,Parking space 70 (basement level)    ,24.06.2011 999 years from and including 1.1.2009 until and including ,AGL237176     ,,,,
703,28.07.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 1406 Landmark East Tower (fourteenth floor flat)   ,24.06.2011 999 years from and including 1.1.2009 until  ,AGL237179     ,,,,
704,28.07.2011 135 in blue on the supplementary plan 31.12.3007,Parking space 156     ,24.06.2011 999 years from and including 1.1.2009 until and including ,AGL237179     ,,,,
705,29.07.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3902 Landmark East Tower (thirty ninth floor flat)   ,08.07.2011 999 years from and including 1.1.2009 until  ,AGL237207     ,,,,
706,01.08.2011 Edged and numbered 5 in blue (part of ) 31.12.3007,Flat 1404 Landmark East Tower (fourteenth floor flat)   ,04.07.2011 999 years from and including 1.1.2009 until and including ,AGL237282     ,,,,
707,01.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 502 Landmark East Tower (fifth floor flat)    ,06.07.2011 999 years from and including 1.1.2009 until  ,AGL237304     ,,,,
708,02.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 910 Landmark East Tower (ninth floor flat)    ,04.07.2011 999 years from and including 1.1.2009 until  ,AGL237385     ,,,,
709,02.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 1203 Landmark East Tower (twelfth floor flat)    ,01.07.2011 999 years from and including 1.1.2009 until  ,AGL237391     ,,,,
710,03.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3103 Landmark East Tower (thirty first floor flat)   ,15.06.2011 999 years from and including 1.1.2009 until  ,AGL237427     ,,,,
711,03.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3402 Landmark East Tower (thirty fourth floor flat)   ,01.07.2011 999 years from and including 1.1.2009 until  ,AGL237428     ,,,,
712,04.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 410 Landmark East Tower (fourth floor flat)    ,04.07.2011 999 years from and including 1.1.2009 until  ,AGL327571     ,,,,
713,04.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 4002 Landmark East Tower (fortieth floor flat)    ,06.07.2011 999 years from and including 1.1.2009 until  ,AGL237574     ,,,,
714,04.08.2011 136 in blue on the supplementary plan 31.12.3007,Parking space 139 (basement level)    ,06.07.2011 999 years from and including 1.1.2009 until and including ,AGL237574     ,,,,
715,04.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3702 Landmark East Tower (thirty seventh floor flat)   ,05.07.2011 999 years from and including 1.1.2009 until  ,AGL237576     ,,,,
716,04.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3502 Landmark East Tower (thirty fifth floor flat)   ,05.07.2011 999 years from and including 1.1.2009 until  ,AGL237577     ,,,,
717,05.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3803 Landmark East Tower (thirty eighth floor flat)   ,05.08.2011 999 years from and including 1.1.2009 until  ,AGL237612     ,,,,
718,05.08.2011 137 in blue on the supplementary plan 31.12.3007,Parking space 99 (basement level)    ,04.07.2011 999 years from and including 1.1.2009 until and including ,AGL237612     ,,,,
719,10.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 4005 Landmark East Tower (fortieth floor flat)    ,25.07.2011 999 years from and including 1.1.2009 until  ,AGL237862     ,,,,
720,10.08.2011 138 in blue on the supplementary plan 31.12.3007,Parking space 140 (basement level)    ,29.07.2011 999 years from and including 1.1.2009 until and including ,AGL237883     ,,,,
721,11.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3203 Landmark East Tower (thirty second floor flat)   ,24.06.2011 999 years from and including 1.1.2009 until  ,AGL237947     ,,,,
722,11.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 2010 Landmark East Tower (twentieth floor flat)   ,15.06.2011 999 years from and including 1.1.2009 until  ,AGL237962     ,,,,
723,11.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 301 Landmark East Tower (third floor flat)    ,30.06.2011 999 years from and including 1.1.2009 until  ,AGL237965     ,,,,
724,12.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 2901 Landmark East Tower (twenty ninth floor flat)   ,23.06.2011 999 years from and including 1.1.2009 until  ,AGL238048     ,,,,
725,12.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 409 Landmark East Tower (fourth floor flat)    ,30.06.2011 999 years from and including 1.1.2009 until  ,AGL238069     ,,,,
726,12.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 1710 Landmark East Tower (seventeenth floor flat)   ,15.06.2011 999 years from and including 1.1.2009 until  ,AGL238076     ,,,,
727,12.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 2510 Landmark East Tower (twenty fifth floor flat)   ,01.07.2011 999 years from and including 1.1.2009 until  ,AGL238127     ,,,,
728,12.08.2011 139 in blue on the supplementary plan 31.12.3007,Parking space 103 (basement level)    ,01.07.2011 999 years from and including 1.1.2009 until and including ,AGL238127     ,,,,
729,17.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 4210 Landmark East Tower (forty second floor flat)   ,14.07.2011 999 years from and including 1.1.2009 until  ,AGL238344     ,,,,
730,17.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 1905 Landmark East Tower (nineteenth floor flat)   ,24.06.2011 999 years from and including 1.1.2009 until  ,AGL238377     ,,,,
731,17.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3802 Landmark East Tower (thirty eighth floor flat)   ,22.06.2011 999 years from and including 1.1.2009 until  ,AGL238438     ,,,,
732,18.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 1910 Landmark East Tower (nineteenth floor flat)   ,27.06.2011 999 years from and including 1.1.2009 until  ,AGL238469     ,,,,
733,18.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 201 Landmark East Tower (second floor flat)    ,24.06.2011 999 years from and including 1.1.2009 until  ,AGL238472     ,,,,
734,18.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3503 Landmark East Tower (thirty fifth floor flat)   ,16.06.2011 999 years from and including 1.1.2009 until  ,AGL238475     ,,,,
735,18.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 4103 Landmark East Tower (forty third floor flat)   ,08.07.2011 999 years from and including 1.1.2009 until  ,AGL238541     ,,,,
736,18.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 2603 Landmark East Tower (twenty sixth floor flat)   ,08.07.2011 999 years from and including 1.1.2009 until  ,AGL238549     ,,,,
737,22.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3105 Landmark East Tower (thirty first floor flat)   ,27.07.2011 999 years from and including 1.1.2009 until  ,AGL238659     ,,,,
738,26.08.2011 140 in blue on the supplementary plan 31.12.3007,Parking space 5 (basement level)    ,10.08.2011 999 years from and including 1.1.2009 until and including ,AGL239050     ,,,,
739,26.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 2610 Landmark East Tower (twenty sixth floor flat)   ,24.06.2011 999 years from and including 1.1.2009 until  ,AGL239077     ,,,,
740,26.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 309 Landmark East Tower (third floor flat)    ,20.06.2011 999 years from and including 1.1.2009 until  ,AGL239082     ,,,,
741,26.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 4102 Landmark East Tower (forty first floor flat)   ,01.07.2011 999 years from and including 1.1.2009 until  ,AGL239086     ,,,,
742,26.08.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 1801 Landmark East Tower (eighteenth floor flat)   ,04.07.2011 999 years from and including 1.1.2009 until  ,AGL239095     ,,,,
743,26.08.2011 141 in blue on the supplementary plan 31.12.3007,Parking space 102 (basement level)    ,04.07.2011 999 years from and including 1.1.2009 until and including ,AGL239095     ,,,,
744,01.09.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3505 Landmark East Tower (thirty fifth floor flat)   ,12.08.2011 999 years from and including 1.1.2009 until  ,AGL239366     ,,,,
745,02.09.2011 Edged and numbered 4 in blue (part of) and including 31.12.3007,Flat 1501 Landmark West Tower (fifteenth floor flat)   ,22.08.2011 999 years from and including 1.1.2009 until  ,AGL239442     ,,,,
746,15.09.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3310 Landmark East Tower (thirty third floor flat)   ,19.08.2011 999 years from and including 1.1.2009 until  ,AGL240198     ,,,,
747,15.09.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 1106 Landmark East Tower (eleventh floor flat)    ,25.07.2011 999 years from and including 1.1.2009 until  ,AGL240203     ,,,,
748,15.09.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 4003 Landmark East Tower (fortieth floor flat)    ,26.07.2011 999 years from and including 1.1.2009 until  ,AGL240228     ,,,,
749,15.09.2011 142 in blue on the supplementary plan 31.12.3007,Parking space 138 (basement level)    ,26.07.2011 999 years from and including 1.1.2009 until and including ,AGL240228     ,,,,
750,20.09.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3010 Landmark East Tower (thirtieth floor flat)   ,08.08.2011 999 years from and including 1.1.2009 until  ,AGL240441     ,,,,
751,20.09.2011 143 in blue on the supplementary plan 31.12.3007,Parking space 169 (basement level)    ,08.08.2011 999 years from and including 1.1.2009 until and including ,AGL240441     ,,,,
752,27.09.2011 144 in blue on the supplementary plan 31.12.3007,Parking space 44 (basement level)    ,14.07.2011 999 years from and including 1.1.2009 until and including ,AGL240862     ,,,,
753,27.09.2011 145 in blue on the supplementary plan 31.12.3007,Parking space 194 (basement level)    ,24.08.2011 999 years from and including 1.1.2009 until and including ,AGL240979     ,,,,
754,28.09.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 2205 Landmark East Tower (twenty first floor flat)   ,24.08.2011 999 years from and including 1.1.2009 until  ,AGL240985     ,,,,
755,28.09.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3210 Landmark East Tower (thirty second floor flat)   ,26.08.2011 999 years from and including 1.1.2009 until  ,AGL240999     ,,,,
756,07.10.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3201 Landmark East Tower (thirty second floor flat)   ,30.09.2011 999 years from and including 1.1.2009 until  ,AGL241631     ,,,,
757,11.10.2011 146 in blue on the supplementary plan 31.12.3007,Parking space 9 (basement level)    ,29.09.2011 999 years from and including 1.1.2009 until and including ,AGL241825     ,,,,
758,11.10.2011 Edged and numbered 4 in blue (part of) and including 31.12.3007,Flat 2306 Landmark West Tower (twenty third floor flat)   ,29.09.2011 999 years from and including 1.1.2009 until  ,AGL241825     ,,,,
759,19.10.2011 Edged and numbered 5 in blue (part of) and including 31.12.3007,Flat 3606 Landmark East Tower (thirty sixth floor flat)   ,27.09.2011 999 years from and including 1.1.2009 until  ,AGL242313     ,,,,
